,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.0,0.0,0.0,0.0
1,Environment,Carbon Emissions,0.13333333333333333,0.0025755494505494505,0.671125,0.006914062499999999
2,Environment,Climate Change Vulnerability,0.06666666666666667,0.002232142857142857,0.56845,0.002537723214285714
3,Environment,Electronic Waste,0.0,0.0,0.0,0.0
4,Environment,Financing Environmental Impact,0.03333333333333333,0.00017170329670329672,0.5231,8.981799450549451e-05
5,Environment,Opportunities in Clean Tech,0.03333333333333333,0.0006868131868131869,0.5407,0.0003713598901098901
6,Environment,Opportunities in Green Building,0.06666666666666667,0.00034340659340659343,0.5257000000000001,0.00036105769230769237
7,Environment,Opportunities in Renewable Energy,0.03333333333333333,0.0005151098901098901,0.6826,0.000351614010989011
8,Environment,Packaging Material and Waste,0.03333333333333333,0.00017170329670329672,0.5136,8.818681318681319e-05
9,Environment,Product Carbon Footprint,0.06666666666666667,0.0018887362637362637,0.52925,0.0019992273351648352
10,Environment,Raw Material Sourcing,0.0,0.0,0.0,0.0
11,Environment,Toxic Emissions and Waste,0.1,0.0010302197802197802,0.6252,0.0019322802197802198
12,Environment,Water Stress,0.03333333333333333,0.0006868131868131869,0.5542,0.0003806318681318682
13,Governance,Accounting,0.26666666666666666,0.006009615384615385,0.6,0.028846153846153848
14,Governance,Board,0.06666666666666667,0.00034340659340659343,0.5047999999999999,0.00034670329670329666
15,Governance,Business Ethics,0.03333333333333333,0.0027472527472527475,0.5786,0.0015895604395604398
16,Governance,Ownership and Control,0.26666666666666666,0.01098901098901099,0.6216,0.05464615384615385
17,Governance,Pay,1.0,0.024381868131868132,0.5767366666666667,0.4218575206043956
18,Governance,Tax Transparency,0.03333333333333333,0.00017170329670329672,0.6613,0.00011354739010989011
19,Social,Access to Communications,0.0,0.0,0.0,0.0
20,Social,Access to Finance,0.06666666666666667,0.0005151098901098901,0.5259,0.0005417925824175825
21,Social,Access to Health Care,0.0,0.0,0.0,0.0
22,Social,Chemical Safety,0.03333333333333333,0.0008585164835164835,0.6567,0.0005637877747252747
23,Social,Community Relations,0.1,0.0006868131868131869,0.6634000000000001,0.0013668956043956047
24,Social,Controversial Sourcing,0.0,0.0,0.0,0.0
25,Social,Financial Product Safety,0.03333333333333333,0.0008585164835164835,0.5189,0.0004454842032967033
26,Social,Health and Demographic Risk,0.06666666666666667,0.0015453296703296703,0.6395,0.001976476648351648
27,Social,Health and Safety,0.16666666666666666,0.0032623626373626375,0.5960799999999999,0.009723145604395604
28,Social,Human Capital Development,0.03333333333333333,0.0005151098901098901,0.5586,0.0002877403846153846
29,Social,Labor Management,0.5,0.02506868131868132,0.6115733333333334,0.22997005494505496
30,Social,Opportunities in Nutrition and Health,0.03333333333333333,0.00017170329670329672,0.5259,9.029876373626375e-05
31,Social,Privacy and Data Security,0.03333333333333333,0.00017170329670329672,0.5021,8.621222527472529e-05
32,Social,Product Safety and Quality,0.13333333333333333,0.001717032967032967,0.549575,0.0037745535714285715
33,Social,Responsible Investment,0.23333333333333334,0.009958791208791208,0.6012857142857142,0.041916552197802194
34,Social,Supply Chain Labor Standards,0.03333333333333333,0.00034340659340659343,0.5129,0.0001761332417582418
