,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.06666666666666667,0.00011818778726198292,0.5298,0.00012523177938279713
1,Environment,Carbon Emissions,0.13333333333333333,0.0010374261326329612,0.676725,0.0028082087984241627
2,Environment,Climate Change Vulnerability,0.1,0.00021011162179908075,0.5617,0.00035405909389363093
3,Environment,Electronic Waste,0.16666666666666666,0.0016940249507550887,0.58594,0.004962984898227184
4,Environment,Financing Environmental Impact,0.13333333333333333,0.0019566644780039397,0.5849,0.004577812212738017
5,Environment,Opportunities in Clean Tech,0.1,0.00015758371634931058,0.5352,0.0002530164149704531
6,Environment,Opportunities in Green Building,0.1,0.00014445173998686804,0.5302333333333333,0.00022977938279711098
7,Environment,Opportunities in Renewable Energy,0.03333333333333333,6.565988181221274e-05,0.507,3.328956007879186e-05
8,Environment,Packaging Material and Waste,0.13333333333333333,0.002140512147078135,0.576375,0.0049349507550886405
9,Environment,Product Carbon Footprint,0.1,0.00021011162179908075,0.5642,0.0003556349310571241
10,Environment,Raw Material Sourcing,0.1,0.0005778069599474721,0.5665333333333333,0.0009820407091267237
11,Environment,Toxic Emissions and Waste,0.26666666666666666,0.0013131976362442547,0.5952125,0.0062530531845042675
12,Environment,Water Stress,0.06666666666666667,0.0008535784635587656,0.6011,0.001026172028890348
13,Governance,Accounting,1.0,0.025791201575837162,0.5878266666666666,0.45482268154957317
14,Governance,Board,0.2,0.0006434668417596848,0.6636666666666667,0.002562284963887065
15,Governance,Business Ethics,0.03333333333333333,0.003808273145108339,0.5786,0.002203466841759685
16,Governance,Ownership and Control,0.7333333333333333,0.008128693368351937,0.5920954545454545,0.10588517268548917
17,Governance,Pay,1.0,0.017084701247537755,0.6569066666666666,0.33669162442547607
18,Governance,Tax Transparency,0.16666666666666666,0.008391332895600788,0.60702,0.02546853447143795
19,Social,Access to Communications,0.26666666666666666,0.0006303348653972423,0.6153500000000001,0.003103012475377545
20,Social,Access to Finance,0.3333333333333333,0.007367038739330269,0.5987,0.04410646093237032
21,Social,Access to Health Care,0.13333333333333333,0.0013263296126066974,0.5859,0.0031083860801050557
22,Social,Chemical Safety,0.4,0.0017990807616546291,0.5993666666666667,0.012939708470124756
23,Social,Community Relations,0.3,0.001654629021667761,0.5534666666666667,0.008242038082731452
24,Social,Controversial Sourcing,0.03333333333333333,1.3131976362442547e-05,0.7556,9.922521339461589e-06
25,Social,Financial Product Safety,0.03333333333333333,0.000984898227183191,0.5189,0.0005110636900853579
26,Social,Health and Demographic Risk,0.16666666666666666,0.0027183191070256074,0.5730999999999999,0.007789343401181878
27,Social,Health and Safety,0.3333333333333333,0.0042284963887065,0.5977,0.025273722915298752
28,Social,Human Capital Development,0.03333333333333333,0.001247537754432042,0.5586,0.0006968745896257386
29,Social,Labor Management,0.7,0.007642810242941563,0.5949571428571429,0.09549003545633618
30,Social,Opportunities in Nutrition and Health,0.13333333333333333,0.0011556139198949443,0.61295,0.0028333342087984246
31,Social,Privacy and Data Security,0.16666666666666666,0.0006828627708470124,0.61372,0.002095432698621142
32,Social,Product Safety and Quality,0.2,0.0030597504924491136,0.5389833333333334,0.00989492711753119
33,Social,Responsible Investment,0.43333333333333335,0.011936966513460276,0.5741384615384615,0.0890951306631648
34,Social,Supply Chain Labor Standards,0.06666666666666667,0.00032829940906106366,0.50705,0.00033292843072882465
