,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.06666666666666667,8.321763162620392e-05,0.51845,8.628836223321085e-05
1,Environment,Carbon Emissions,0.06666666666666667,3.941887813872817e-05,0.60105,4.738543341056513e-05
2,Environment,Climate Change Vulnerability,0.06666666666666667,9.197738232369907e-05,0.6109,0.00011237796572309552
3,Environment,Electronic Waste,0.06666666666666667,0.00010073713302119422,0.55015,0.00011084106746322
4,Environment,Financing Environmental Impact,0.13333333333333333,0.0009898518288169518,0.5849,0.0023158573387001406
5,Environment,Opportunities in Clean Tech,0.03333333333333333,5.2558504184970894e-05,0.5407,2.841838321281376e-05
6,Environment,Opportunities in Green Building,0.06666666666666667,4.3798753487475745e-05,0.5353,4.689094548369153e-05
7,Environment,Opportunities in Renewable Energy,0.03333333333333333,4.3798753487475745e-06,0.6826,2.9897029130550942e-06
8,Environment,Packaging Material and Waste,0.03333333333333333,1.3139626046242723e-05,0.5252,6.900931599486678e-06
9,Environment,Product Carbon Footprint,0.03333333333333333,1.7519501394990298e-05,0.545,9.548128260269714e-06
10,Environment,Raw Material Sourcing,0.03333333333333333,0.00014891576185741755,0.5021,7.477060402860935e-05
11,Environment,Toxic Emissions and Waste,0.06666666666666667,3.5039002789980596e-05,0.54035,3.786665031513203e-05
12,Environment,Water Stress,0.13333333333333333,0.0006263221748709031,0.61105,0.0015308566598194614
13,Governance,Accounting,1.0,0.015789450632235007,0.5995633333333333,0.2840032695769478
14,Governance,Board,0.23333333333333334,0.0017650897655452726,0.5854285714285714,0.007233337859204527
15,Governance,Business Ethics,0.13333333333333333,0.0032192083813294674,0.707425,0.009109393956647994
16,Governance,Ownership and Control,0.8666666666666667,0.006166864491036585,0.5894423076923077,0.09451028175738117
17,Governance,Pay,1.0,0.0150799108257379,0.6789433333333333,0.3071521476718773
18,Governance,Tax Transparency,0.23333333333333334,0.0024658698213448843,0.6160571428571429,0.01063381701756768
19,Social,Access to Communications,0.43333333333333335,0.00048178628836223323,0.5972461538461539,0.0037406851001020518
20,Social,Access to Finance,0.5333333333333333,0.02385718102462804,0.58715625,0.22412628713586816
21,Social,Access to Health Care,0.1,0.00028469189766859235,0.5826333333333333,0.0004976129679349325
22,Social,Chemical Safety,0.13333333333333333,0.00011825663441618452,0.6307499999999999,0.0002983614886320335
23,Social,Community Relations,0.4666666666666667,0.0026104057078535545,0.5700642857142857,0.020833386913808434
24,Social,Controversial Sourcing,0.0,0.0,0.0,0.0
25,Social,Financial Product Safety,0.06666666666666667,9.635725767244664e-05,0.51105,9.848675306700771e-05
26,Social,Health and Demographic Risk,0.13333333333333333,0.006828225668697469,0.58695,0.016031308224967917
27,Social,Health and Safety,0.36666666666666664,0.007726100115190722,0.5868000000000001,0.049870431023533085
28,Social,Human Capital Development,0.06666666666666667,0.0028600586027321662,0.5322,0.003044246376748118
29,Social,Labor Management,0.8333333333333334,0.011475273413718646,0.588632,0.16886782850160087
30,Social,Opportunities in Nutrition and Health,0.03333333333333333,8.759750697495149e-06,0.5259,4.606752891812699e-06
31,Social,Privacy and Data Security,0.3,0.0021505187962350594,0.5912111111111111,0.011442695462887127
32,Social,Product Safety and Quality,0.2,0.001935904904146428,0.5437833333333333,0.00631627693075855
33,Social,Responsible Investment,0.6,0.012053416959753326,0.5767555555555556,0.12513375350937514
34,Social,Supply Chain Labor Standards,0.06666666666666667,0.00037228940464354386,0.50705,0.0003775386852490178
