,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.1,9.583501044601614e-05,0.5327333333333333,0.00015316351369482298
1,Environment,Carbon Emissions,0.03333333333333333,0.00019167002089203229,0.5245,0.00010053092595787093
2,Environment,Climate Change Vulnerability,0.03333333333333333,3.833400417840646e-05,0.5482,2.1014701090602422e-05
3,Environment,Electronic Waste,0.1,0.0004025070438732678,0.5624333333333333,0.0006791501351273647
4,Environment,Financing Environmental Impact,0.1,0.0007091790773005194,0.5695666666666667,0.0012117742893833973
5,Environment,Opportunities in Clean Tech,0.06666666666666667,0.00026833802924884517,0.5396,0.0002895904011653537
6,Environment,Opportunities in Green Building,0.06666666666666667,0.00019167002089203229,0.5353,0.00020520192436700976
7,Environment,Opportunities in Renewable Energy,0.0,0.0,0.0,0.0
8,Environment,Packaging Material and Waste,0.1,0.0006516780710329097,0.5797666666666667,0.0011334636689475399
9,Environment,Product Carbon Footprint,0.0,0.0,0.0,0.0
10,Environment,Raw Material Sourcing,0.06666666666666667,0.00028750503133804844,0.59875,0.000344287275027313
11,Environment,Toxic Emissions and Waste,0.13333333333333333,0.00024917102715964196,0.524075,0.0005223372242347574
12,Environment,Water Stress,0.0,0.0,0.0,0.0
13,Governance,Accounting,1.0,0.02719797596457938,0.57882,0.4722819734345351
14,Governance,Board,0.13333333333333333,0.0007283460793897226,0.736,0.002144250857723343
15,Governance,Business Ethics,0.06666666666666667,0.0031625553447185324,0.6978,0.004413662239089184
16,Governance,Ownership and Control,0.6,0.00546259559542292,0.6025055555555556,0.05924239549192112
17,Governance,Pay,1.0,0.020221187204109405,0.6383533333333333,0.3872478676710176
18,Governance,Tax Transparency,0.16666666666666666,0.005232591570352481,0.60702,0.015881438675176815
19,Social,Access to Communications,0.26666666666666666,0.0006900120752113162,0.6167875,0.0034047265827151976
20,Social,Access to Finance,0.2,0.00659344871868591,0.6173666666666667,0.02442345274375635
21,Social,Access to Health Care,0.06666666666666667,0.00024917102715964196,0.61115,0.00030456174649723036
22,Social,Chemical Safety,0.26666666666666666,0.000421674045962471,0.622025,0.002098334387518448
23,Social,Community Relations,0.23333333333333334,0.0024533762674180132,0.5400857142857143,0.00927523431660054
24,Social,Controversial Sourcing,0.03333333333333333,0.0002108370229812355,0.7556,0.00015930845456462155
25,Social,Financial Product Safety,0.03333333333333333,7.666800835681291e-05,0.5189,3.978302953635022e-05
26,Social,Health and Demographic Risk,0.06666666666666667,0.002031702221455542,0.6395,0.0025985471412416383
27,Social,Health and Safety,0.26666666666666666,0.002549211277864029,0.5759875,0.01174651064726966
28,Social,Human Capital Development,0.03333333333333333,0.0010541851149061775,0.5586,0.0005888678051865908
29,Social,Labor Management,0.6,0.005520096601690529,0.5940166666666666,0.059022528894255646
30,Social,Opportunities in Nutrition and Health,0.0,0.0,0.0,0.0
31,Social,Privacy and Data Security,0.2,0.00362256339485941,0.6080166666666666,0.013215473520786614
32,Social,Product Safety and Quality,0.16666666666666666,0.003871734422019052,0.54016,0.010456780326989056
33,Social,Responsible Investment,0.4666666666666667,0.011366032238897514,0.5807428571428571,0.09241038851513235
34,Social,Supply Chain Labor Standards,0.06666666666666667,0.0008241810898357388,0.50705,0.0008358020432024227
