,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.03333333333333333,0.012398122993331687,0.5145,0.006378834280069153
1,Environment,Carbon Emissions,0.23333333333333334,0.0010372931588046432,0.6426285714285714,0.004666159545566807
2,Environment,Climate Change Vulnerability,0.03333333333333333,2.4697456162015314e-05,0.6238,1.5406273153865152e-05
3,Environment,Electronic Waste,0.13333333333333333,0.00029636947394418375,0.616575,0.0007309360335885403
4,Environment,Financing Environmental Impact,0.13333333333333333,0.0009878982464806125,0.566725,0.0022394665349469004
5,Environment,Opportunities in Clean Tech,0.03333333333333333,9.878982464806126e-05,0.5407,5.341565818720672e-05
6,Environment,Opportunities in Green Building,0.1,0.0005927389478883675,0.5302333333333333,0.0009428698444060262
7,Environment,Opportunities in Renewable Energy,0.0,0.0,0.0,0.0
8,Environment,Packaging Material and Waste,0.1,0.0005680414917263522,0.5587,0.0009520943442825388
9,Environment,Product Carbon Footprint,0.06666666666666667,0.00027167201778216846,0.52925,0.0002875648308224253
10,Environment,Raw Material Sourcing,0.06666666666666667,0.00079031859718449,0.5328999999999999,0.0008423215608792294
11,Environment,Toxic Emissions and Waste,0.23333333333333334,0.0009138058779945665,0.6203428571428571,0.003968110644603605
12,Environment,Water Stress,0.03333333333333333,2.4697456162015314e-05,0.648,1.6003951592985924e-05
13,Governance,Accounting,0.9333333333333333,0.03235366757224006,0.5881928571428572,0.5328454927142504
14,Governance,Board,0.16666666666666666,0.002914299827117807,0.61362,0.008941363299580144
15,Governance,Business Ethics,0.1,0.003309459125710052,0.7205,0.007153395900222278
16,Governance,Ownership and Control,0.6666666666666666,0.012571005186465794,0.60684,0.15257177574709807
17,Governance,Pay,1.0,0.013608298345270437,0.6568633333333334,0.2681637663620647
18,Governance,Tax Transparency,0.16666666666666666,0.004494937021486787,0.63002,0.014159501111385529
19,Social,Access to Communications,0.3,0.0009138058779945665,0.6204,0.005102326500370461
20,Social,Access to Finance,0.36666666666666664,0.01343541615213633,0.5905818181818181,0.08728183749073845
21,Social,Access to Health Care,0.1,0.0002222771054581378,0.5826333333333333,0.00038851815263027904
22,Social,Chemical Safety,0.13333333333333333,0.00046925166707829095,0.5687249999999999,0.001067500617436404
23,Social,Community Relations,0.3,0.0024944430723635464,0.5896333333333333,0.013237261052111633
24,Social,Controversial Sourcing,0.0,0.0,0.0,0.0
25,Social,Financial Product Safety,0.03333333333333333,0.0003704618424302297,0.5189,0.0001922326500370462
26,Social,Health and Demographic Risk,0.13333333333333333,0.0014818473697209187,0.595275,0.0035284267720424797
27,Social,Health and Safety,0.4666666666666667,0.002914299827117807,0.6029,0.02459843912077056
28,Social,Human Capital Development,0.03333333333333333,0.001901704124475179,0.5586,0.001062291923931835
29,Social,Labor Management,0.6666666666666666,0.005137070881699185,0.5981099999999999,0.06145066930106198
30,Social,Opportunities in Nutrition and Health,0.0,0.0,0.0,0.0
31,Social,Privacy and Data Security,0.13333333333333333,0.005680414917263522,0.573125,0.013022351197826625
32,Social,Product Safety and Quality,0.16666666666666666,0.0025438379846875773,0.54628,0.006948239071375649
33,Social,Responsible Investment,0.43333333333333335,0.008570017288219314,0.5682615384615384,0.06331014571499134
34,Social,Supply Chain Labor Standards,0.06666666666666667,0.0009138058779945665,0.50705,0.0009266905408742899
