,Pillar,Key_issue,Doc_word,Count,Similarity,Weight
0,Environment,Biodiversity and Land Use,0.03333333333333333,7.320501307929566e-05,0.5145,3.766397922929762e-05
1,Environment,Carbon Emissions,0.03333333333333333,4.8803342052863784e-06,0.5245,2.5597352906727052e-06
2,Environment,Climate Change Vulnerability,0.1,3.416233943700464e-05,0.59,6.046734080349822e-05
3,Environment,Electronic Waste,0.1,0.00010248701831101394,0.6194333333333333,0.0001904516261273572
4,Environment,Financing Environmental Impact,0.13333333333333333,0.00022937570764845977,0.5849,0.0005366474056143365
5,Environment,Opportunities in Clean Tech,0.03333333333333333,0.0001317690235427322,0.5407,7.124751102955529e-05
6,Environment,Opportunities in Green Building,0.06666666666666667,3.904267364229103e-05,0.5353,4.179908640143678e-05
7,Environment,Opportunities in Renewable Energy,0.0,0.0,0.0,0.0
8,Environment,Packaging Material and Waste,0.13333333333333333,0.00019033303400616875,0.572675,0.0004359958809979308
9,Environment,Product Carbon Footprint,0.03333333333333333,4.8803342052863784e-06,0.6341,3.0946199195720928e-06
10,Environment,Raw Material Sourcing,0.0,0.0,0.0,0.0
11,Environment,Toxic Emissions and Waste,0.06666666666666667,1.9521336821145514e-05,0.57655,2.2510053488462892e-05
12,Environment,Water Stress,0.03333333333333333,4.8803342052863784e-06,0.648,3.1624565650255733e-06
13,Governance,Accounting,1.0,0.014138328192714636,0.5929633333333334,0.25150530638738144
14,Governance,Board,0.23333333333333334,0.001512903603638777,0.6406428571428571,0.006784616210518095
15,Governance,Business Ethics,0.06666666666666667,0.003152695896615,0.6978,0.004399902393315894
16,Governance,Ownership and Control,0.9,0.03446003982352711,0.596111111111111,0.5546343409596688
17,Governance,Pay,1.0,0.010858743606762191,0.6777766666666667,0.2207940913793777
18,Governance,Tax Transparency,0.23333333333333334,0.0020448600320149926,0.6168428571428571,0.008829501132237537
19,Social,Access to Communications,0.3333333333333333,0.0015031429352282044,0.61406,0.009230199508062314
20,Social,Access to Finance,0.4666666666666667,0.004733924179127787,0.5853857142857143,0.038796402217623864
21,Social,Access to Health Care,0.2,0.0068715105610432205,0.5746166666666667,0.023690906961308714
22,Social,Chemical Safety,0.06666666666666667,8.296568148986843e-05,0.6124499999999999,0.00010162466325693984
23,Social,Community Relations,0.4666666666666667,0.002205911060789443,0.5672428571428572,0.017518022098153282
24,Social,Controversial Sourcing,0.03333333333333333,9.760668410572757e-06,0.5734,5.596767266622419e-06
25,Social,Financial Product Safety,0.03333333333333333,5.856401046343654e-05,0.5189,3.038886502947722e-05
26,Social,Health and Demographic Risk,0.23333333333333334,0.005109709912934838,0.5627142857142857,0.020127147347050324
27,Social,Health and Safety,0.36666666666666664,0.006295631124819428,0.5635454545454546,0.03902661734275563
28,Social,Human Capital Development,0.03333333333333333,0.0007515714676141022,0.5586,0.0004198278218092375
29,Social,Labor Management,0.8666666666666667,0.006442041150978019,0.5830807692307692,0.09766198805294186
30,Social,Opportunities in Nutrition and Health,0.16666666666666666,0.0002000937024167415,0.5546599999999999,0.0005549198649123492
31,Social,Privacy and Data Security,0.23333333333333334,0.0012444852223480263,0.6051857142857143,0.005272012747432944
32,Social,Product Safety and Quality,0.16666666666666666,0.002591457463007067,0.54016,0.006999008316089486
33,Social,Responsible Investment,0.5,0.007871979073126928,0.5751000000000001,0.06790762747432944
34,Social,Supply Chain Labor Standards,0.06666666666666667,0.0010346308515207122,0.50705,0.0010492191465271542
